0.000000 10.000000 0.000000 
0.100000 10.000000 -2.000000 
0.200000 9.800000 -3.960000 
0.300000 9.404000 -5.840800 
0.400000 8.819920 -7.604784 
0.500000 8.059442 -9.216672 
0.600000 7.137774 -10.644227 
0.700000 6.073352 -11.858898 
0.800000 4.887462 -12.836390 
0.900000 3.603823 -13.557154 
1.000000 2.248107 -14.006776 
1.100000 0.847430 -14.176262 
1.200000 -0.570196 -14.062223 
1.300000 -1.976419 -13.666939 
1.400000 -3.343112 -12.998316 
1.500000 -4.642944 -12.069728 
1.600000 -5.849917 -10.899744 
1.700000 -6.939891 -9.511766 
1.800000 -7.891068 -7.933552 
1.900000 -8.684423 -6.196668 
2.000000 -9.304090 -4.335850 
2.100000 -9.737675 -2.388315 
2.200000 -9.976506 -0.393014 
2.300000 -10.015808 1.610148 
2.400000 -9.854793 3.581107 
2.500000 -9.496682 5.480443 
2.600000 -8.948638 7.270171 
2.700000 -8.221621 8.914495 
2.800000 -7.330171 10.380529 
2.900000 -6.292119 11.638953 
3.000000 -5.128223 12.664597 
3.100000 -3.861763 13.436950 
3.200000 -2.518068 13.940564 
3.300000 -1.124012 14.165366 
3.400000 0.292525 14.106861 
3.500000 1.703211 13.766219 
3.600000 3.079833 13.150253 
3.700000 4.394858 12.271281 
3.800000 5.621986 11.146884 
3.900000 6.736674 9.799549 
4.000000 7.716629 8.256223 
4.100000 8.542252 6.547773 
4.200000 9.197029 4.708367 
4.300000 9.667866 2.774794 
4.400000 9.945345 0.785725 
4.500000 10.023918 -1.219059 
4.600000 9.902012 -3.199461 
4.700000 9.582066 -5.115874 
4.800000 9.070478 -6.929970 
4.900000 8.377481 -8.605466 
5.000000 7.516935 -10.108853 
5.100000 6.506049 -11.410063 
5.200000 5.365043 -12.483071 
5.300000 4.116736 -13.306418 
5.400000 2.786094 -13.863637 
5.500000 1.399730 -14.143583 
5.600000 -0.014628 -14.140658 
5.700000 -1.428694 -13.854919 
5.800000 -2.814186 -13.292082 
5.900000 -4.143394 -12.463403 
6.000000 -5.389734 -11.385456 
6.100000 -6.528280 -10.079800 
6.200000 -7.536260 -8.572548 
6.300000 -8.393515 -6.893845 
6.400000 -9.082899 -5.077266 
6.500000 -9.590626 -3.159140 
6.600000 -9.906540 -1.177832 
6.700000 -10.024323 0.827032 
6.800000 -9.941620 2.815356 
6.900000 -9.660084 4.747373 
7.000000 -9.185347 6.584442 
7.100000 -8.526903 8.289823 
7.200000 -7.697920 9.829407 
7.300000 -6.714980 11.172403 
7.400000 -5.597739 12.291951 
7.500000 -4.368544 13.165660 
7.600000 -3.051978 13.776055 
7.700000 -1.674373 14.110930 
7.800000 -0.263280 14.163586 
7.900000 1.153079 13.932970 
8.000000 2.546376 13.423695 
8.100000 3.888745 12.645946 
8.200000 5.153340 11.615278 
8.300000 6.314868 10.352304 
8.400000 7.350098 8.882285 
8.500000 8.238327 7.234620 
8.600000 8.961788 5.442262 
8.700000 9.506015 3.541059 
8.800000 9.860121 1.569035 
8.900000 10.017024 -0.434370 
9.000000 9.973587 -2.429087 
9.100000 9.730678 -4.375223 
9.200000 9.293156 -6.233854 
9.300000 8.669771 -7.967808 
9.400000 7.872990 -9.542406 
9.500000 6.918749 -10.926156 
9.600000 5.826133 -12.091383 
9.700000 4.616995 -13.014782 
9.800000 3.315517 -13.677885 
9.900000 1.947728 -14.067431 
10.000000 0.540985 -14.175628 
10.100000 -0.876577 -14.000313 
10.200000 -2.276609 -13.544991 
10.300000 -3.631108 -12.818769 
10.400000 -4.912985 -11.836172 
10.500000 -6.096602 -10.616852 
10.600000 -7.158287 -9.185195 
10.700000 -8.076807 -7.569833 
10.800000 -8.833790 -5.803075 
10.900000 -9.414097 -3.920256 
11.000000 -9.806123 -1.959031 
11.100000 -10.002026 0.041374 
11.200000 -9.997889 2.040952 
11.300000 -9.793794 3.999711 
11.400000 -9.393822 5.878475 
11.500000 -8.805975 7.639670 
11.600000 -8.042008 9.248072 
11.700000 -7.117201 10.671512 
11.800000 -6.050050 11.881522 
11.900000 -4.861897 12.853901 
12.000000 -3.576507 13.569203 
12.100000 -2.219587 14.013120 
12.200000 -0.818275 14.176775 
12.300000 0.599402 14.056895 
12.400000 2.005092 13.655876 
12.500000 3.370680 12.981740 
12.600000 4.668854 12.047970 
12.700000 5.873651 10.873240 
12.800000 6.960974 9.481045 
12.900000 7.909079 7.899229 
13.000000 8.699002 6.159428 
13.100000 9.314945 4.296440 
13.200000 9.744589 2.347522 
13.300000 9.979341 0.351654 
13.400000 10.014506 -1.651248 
13.500000 9.849381 -3.621124 
13.600000 9.487269 -5.518578 
13.700000 8.935411 -7.305660 
13.800000 8.204845 -8.946629 
13.900000 7.310182 -10.408665 
14.000000 6.269316 -11.662529 
14.100000 5.103063 -12.683141 
14.200000 3.834749 -13.450091 
14.300000 2.489740 -13.948039 
14.400000 1.094936 -14.167026 
14.500000 -0.321767 -14.102673 
14.600000 -1.732034 -13.756266 
14.700000 -3.107661 -13.134734 
14.800000 -4.421134 -12.250507 
14.900000 -5.646185 -11.121270 
15.000000 -6.758312 -9.769608 
15.100000 -7.735272 -8.222553 
15.200000 -8.557528 -6.511048 
15.300000 -9.208633 -4.669321 
15.400000 -9.675565 -2.734208 
15.500000 -9.948986 -0.744411 
15.600000 -10.023427 1.260274 
15.700000 -9.897399 3.239754 
15.800000 -9.573424 5.154439 
15.900000 -9.057980 6.966035 
16.000000 -8.361376 8.638310 
16.100000 -7.497545 10.137819 
16.200000 -6.483763 11.434572 
16.300000 -5.340306 12.502633 
