0.000000 0.000000 0.000000
0.033333 0.000000 0.000000
0.066667 0.000000 0.000000
0.100000 0.000000 0.000000
0.133333 0.000000 0.000000
0.166667 0.000000 0.000000
0.200000 0.000000 0.000000
0.233333 0.000000 0.000000
0.266667 0.000000 0.000000
0.300000 0.000000 0.000000
0.333333 0.000000 0.000000
0.366667 0.000000 0.000000
0.400000 0.000000 0.000000
0.433333 0.000000 0.000000
0.466667 0.000000 0.000000
0.500000 0.000000 0.000000
0.533333 0.000000 0.000000
0.566667 0.000000 0.000000
0.600000 0.000000 0.000000
0.633333 0.000000 0.000000
0.666667 0.000000 0.000000
0.700000 0.000000 0.000000
0.733333 0.000000 0.000000
0.766667 0.000000 0.000000
0.800000 0.000000 0.000000
0.833333 0.000000 0.000000
0.866667 0.000000 0.000000
0.900000 0.000000 0.000000
0.933333 0.000000 0.000000
0.966667 0.000000 0.000000
1.000000 0.000000 0.000000
0.000000 0.033333 0.104528
0.033333 0.033333 0.093662
0.066667 0.033333 0.083832
0.100000 0.033333 0.074942
0.133333 0.033333 0.066904
0.166667 0.033333 0.059640
0.200000 0.033333 0.053078
0.233333 0.033333 0.047156
0.266667 0.033333 0.041816
0.300000 0.033333 0.037006
0.333333 0.033333 0.032678
0.366667 0.033333 0.028790
0.400000 0.033333 0.025301
0.433333 0.033333 0.022177
0.466667 0.033333 0.019384
0.500000 0.033333 0.016890
0.533333 0.033333 0.014669
0.566667 0.033333 0.012693
0.600000 0.033333 0.010939
0.633333 0.033333 0.009382
0.666667 0.033333 0.008003
0.700000 0.033333 0.006781
0.733333 0.033333 0.005696
0.766667 0.033333 0.004732
0.800000 0.033333 0.003870
0.833333 0.033333 0.003096
0.866667 0.033333 0.002393
0.900000 0.033333 0.001746
0.933333 0.033333 0.001141
0.966667 0.033333 0.000563
1.000000 0.033333 0.000000
0.000000 0.066667 0.207912
0.033333 0.066667 0.186298
0.066667 0.066667 0.166746
0.100000 0.066667 0.149063
0.133333 0.066667 0.133075
0.166667 0.066667 0.118626
0.200000 0.066667 0.105575
0.233333 0.066667 0.093796
0.266667 0.066667 0.083174
0.300000 0.066667 0.073607
0.333333 0.066667 0.064998
0.366667 0.066667 0.057264
0.400000 0.066667 0.050326
0.433333 0.066667 0.044111
0.466667 0.066667 0.038555
0.500000 0.066667 0.033595
0.533333 0.066667 0.029177
0.566667 0.066667 0.025247
0.600000 0.066667 0.021757
0.633333 0.066667 0.018662
0.666667 0.066667 0.015919
0.700000 0.066667 0.013487
0.733333 0.066667 0.011330
0.766667 0.066667 0.009412
0.800000 0.066667 0.007699
0.833333 0.066667 0.006158
0.866667 0.066667 0.004759
0.900000 0.066667 0.003472
0.933333 0.066667 0.002269
0.966667 0.066667 0.001121
1.000000 0.066667 0.000000
0.000000 0.100000 0.309017
0.033333 0.100000 0.276893
0.066667 0.100000 0.247833
0.100000 0.100000 0.221551
0.133333 0.100000 0.197788
0.166667 0.100000 0.176313
0.200000 0.100000 0.156915
0.233333 0.100000 0.139408
0.266667 0.100000 0.123621
0.300000 0.100000 0.109401
0.333333 0.100000 0.096606
0.366667 0.100000 0.085111
0.400000 0.100000 0.074799
0.433333 0.100000 0.065562
0.466667 0.100000 0.057304
0.500000 0.100000 0.049933
0.533333 0.100000 0.043366
0.566667 0.100000 0.037525
0.600000 0.100000 0.032338
0.633333 0.100000 0.027737
0.666667 0.100000 0.023660
0.700000 0.100000 0.020046
0.733333 0.100000 0.016840
0.766667 0.100000 0.013989
0.800000 0.100000 0.011442
0.833333 0.100000 0.009152
0.866667 0.100000 0.007073
0.900000 0.100000 0.005161
0.933333 0.100000 0.003372
0.966667 0.100000 0.001666
1.000000 0.100000 0.000000
0.000000 0.133333 0.406737
0.033333 0.133333 0.364454
0.066667 0.133333 0.326205
0.100000 0.133333 0.291612
0.133333 0.133333 0.260335
0.166667 0.133333 0.232068
0.200000 0.133333 0.206536
0.233333 0.133333 0.183493
0.266667 0.133333 0.162714
0.300000 0.133333 0.143996
0.333333 0.133333 0.127156
0.366667 0.133333 0.112026
0.400000 0.133333 0.098452
0.433333 0.133333 0.086295
0.466667 0.133333 0.075424
0.500000 0.133333 0.065723
0.533333 0.133333 0.057079
0.566667 0.133333 0.049391
0.600000 0.133333 0.042564
0.633333 0.133333 0.036509
0.666667 0.133333 0.031142
0.700000 0.133333 0.026385
0.733333 0.133333 0.022165
0.766667 0.133333 0.018413
0.800000 0.133333 0.015061
0.833333 0.133333 0.012047
0.866667 0.133333 0.009310
0.900000 0.133333 0.006793
0.933333 0.133333 0.004439
0.966667 0.133333 0.002193
1.000000 0.133333 0.000000
0.000000 0.166667 0.500000
0.033333 0.166667 0.448022
0.066667 0.166667 0.401003
0.100000 0.166667 0.358478
0.133333 0.166667 0.320028
0.166667 0.166667 0.285280
0.200000 0.166667 0.253894
0.233333 0.166667 0.225567
0.266667 0.166667 0.200024
0.300000 0.166667 0.177014
0.333333 0.166667 0.156312
0.366667 0.166667 0.137713
0.400000 0.166667 0.121027
0.433333 0.166667 0.106082
0.466667 0.166667 0.092719
0.500000 0.166667 0.080793
0.533333 0.166667 0.070167
0.566667 0.166667 0.060716
0.600000 0.166667 0.052324
0.633333 0.166667 0.044880
0.666667 0.166667 0.038283
0.700000 0.166667 0.032435
0.733333 0.166667 0.027248
0.766667 0.166667 0.022635
0.800000 0.166667 0.018514
0.833333 0.166667 0.014809
0.866667 0.166667 0.011445
0.900000 0.166667 0.008351
0.933333 0.166667 0.005457
0.966667 0.166667 0.002695
1.000000 0.166667 0.000000
0.000000 0.200000 0.587785
0.033333 0.200000 0.526681
0.066667 0.200000 0.471407
0.100000 0.200000 0.421416
0.133333 0.200000 0.376216
0.166667 0.200000 0.335367
0.200000 0.200000 0.298471
0.233333 0.200000 0.265170
0.266667 0.200000 0.235142
0.300000 0.200000 0.208092
0.333333 0.200000 0.183756
0.366667 0.200000 0.161891
0.400000 0.200000 0.142275
0.433333 0.200000 0.124706
0.466667 0.200000 0.108998
0.500000 0.200000 0.094978
0.533333 0.200000 0.082486
0.566667 0.200000 0.071376
0.600000 0.200000 0.061510
0.633333 0.200000 0.052760
0.666667 0.200000 0.045004
0.700000 0.200000 0.038130
0.733333 0.200000 0.032032
